Sales_Order_No,Customer_ID,FG_Item_ID,Ordered_Qty,Unit_Price,Order_Date,Requested_Delivery_Date,Sales_Status
SO01846,CUST044,FG0093,21,74754,2025-05-11,2025-05-19,Released
SO01847,CUST026,FG0003,12,79790,2026-01-07,2026-01-21,Released
SO01848,CUST003,FG0008,280,20313,2025-06-09,2025-06-24,Open
SO01849,CUST030,FG0031,105,47674,2026-02-04,2026-02-28,Open
SO01850,CUST088,FG0031,162,25953,2025-06-26,2025-07-05,Released
SO01851,CUST075,FG0004,56,61774,2026-04-21,2026-04-28,Shipped
SO01852,CUST093,FG0072,149,35152,2025-12-17,2026-01-07,Shipped
SO01853,CUST095,FG0077,106,22679,2026-04-08,2026-05-01,Shipped
SO01854,CUST055,FG0002,244,31121,2025-10-21,2025-11-08,Released
SO01855,CUST066,FG0047,254,56487,2025-08-10,2025-09-04,Open
SO01856,CUST085,FG0009,61,16126,2025-07-31,2025-08-06,Open
SO01857,CUST090,FG0092,45,29044,2026-01-31,2026-02-17,Released
SO01858,CUST064,FG0027,297,43651,2025-01-15,2025-01-21,Released
SO01859,CUST045,FG0013,67,24262,2025-04-02,2025-04-24,Open
SO01860,CUST038,FG0092,55,48646,2025-10-17,2025-10-27,Shipped
SO01861,CUST011,FG0010,79,57664,2025-01-27,2025-02-10,Open
SO01862,CUST055,FG0038,213,31108,2025-09-15,2025-09-26,Released
SO01863,CUST081,FG0011,15,35368,2025-01-05,2025-01-14,Shipped
SO01864,CUST048,FG0099,240,60696,2025-04-15,2025-05-07,Shipped
SO01865,CUST051,FG0011,258,60368,2026-04-22,2026-05-10,Released
SO01866,CUST031,FG0035,87,11436,2025-09-27,2025-10-12,Open
SO01867,CUST100,FG0065,52,27207,2026-02-19,2026-03-09,Open
SO01868,CUST086,FG0005,190,36096,2025-10-04,2025-10-16,Shipped
SO01869,CUST061,FG0010,275,48126,2026-02-05,2026-02-14,Open
SO01870,CUST054,FG0043,112,42814,2025-08-17,2025-08-30,Shipped
SO01871,CUST074,FG0001,118,16559,2025-04-24,2025-05-19,Open
SO01872,CUST098,FG0032,64,14309,2025-12-26,2026-01-15,Released
SO01873,CUST058,FG0047,206,44068,2026-02-01,2026-02-15,Open
SO01874,CUST090,FG0013,57,10557,2025-06-07,2025-07-01,Released
SO01875,CUST041,FG0024,284,61629,2026-03-18,2026-04-04,Open
SO01876,CUST067,FG0034,20,43368,2025-10-28,2025-11-05,Open
SO01877,CUST014,FG0073,202,43708,2026-03-11,2026-03-27,Shipped
SO01878,CUST019,FG0054,26,38022,2026-05-26,2026-06-15,Open
SO01879,CUST077,FG0086,72,31449,2025-05-11,2025-05-19,Shipped
SO01880,CUST012,FG0015,187,42572,2025-02-10,2025-02-25,Open
SO01881,CUST025,FG0093,41,62171,2025-10-03,2025-10-14,Released
SO01882,CUST037,FG0049,97,73501,2026-06-20,2026-06-25,Open
SO01883,CUST089,FG0097,242,20621,2025-05-24,2025-06-17,Released
SO01884,CUST089,FG0026,288,48487,2025-04-23,2025-05-16,Open
SO01885,CUST058,FG0054,198,34334,2025-11-17,2025-11-23,Released
SO01886,CUST006,FG0063,160,34681,2025-10-24,2025-11-13,Shipped
SO01887,CUST076,FG0017,235,12550,2026-05-01,2026-05-17,Shipped
SO01888,CUST063,FG0004,274,14713,2025-11-05,2025-11-16,Shipped
SO01889,CUST008,FG0020,207,63546,2025-09-27,2025-10-09,Open
SO01890,CUST026,FG0037,102,57739,2025-03-19,2025-04-07,Open
SO01891,CUST075,FG0033,231,50055,2026-05-19,2026-06-06,Open
SO01892,CUST072,FG0070,200,59287,2026-06-07,2026-06-26,Open
SO01893,CUST070,FG0059,260,79810,2026-06-06,2026-06-26,Open
SO01894,CUST066,FG0027,100,65343,2025-06-08,2025-06-20,Released
SO01895,CUST020,FG0018,108,37159,2026-05-26,2026-06-10,Shipped
SO01896,CUST085,FG0013,274,30873,2025-03-06,2025-03-16,Shipped
SO01897,CUST083,FG0087,211,38397,2025-04-16,2025-05-08,Open
SO01898,CUST006,FG0072,146,71782,2026-01-20,2026-02-09,Released
SO01899,CUST014,FG0092,224,25368,2026-02-03,2026-02-17,Open
SO01900,CUST048,FG0079,219,48743,2026-02-20,2026-03-08,Shipped
SO01901,CUST002,FG0042,233,32649,2025-03-14,2025-03-28,Open
SO01902,CUST095,FG0053,251,72371,2026-03-13,2026-03-26,Open
SO01903,CUST072,FG0057,244,25008,2025-04-20,2025-05-05,Released
SO01904,CUST022,FG0026,91,77835,2025-09-28,2025-10-13,Released
SO01905,CUST062,FG0041,186,14498,2025-09-17,2025-09-29,Open
SO01906,CUST043,FG0072,144,48233,2025-11-19,2025-11-30,Shipped
SO01907,CUST028,FG0073,295,40134,2025-07-14,2025-07-24,Shipped
SO01908,CUST090,FG0057,189,45412,2026-03-25,2026-04-10,Open
SO01909,CUST082,FG0046,82,61260,2026-06-05,2026-06-26,Open
SO01910,CUST047,FG0035,13,68095,2025-04-02,2025-04-14,Released
SO01911,CUST070,FG0016,94,32879,2025-02-16,2025-02-23,Released
SO01912,CUST077,FG0024,110,57985,2025-10-09,2025-10-26,Released
SO01913,CUST081,FG0100,152,54927,2025-01-10,2025-01-27,Shipped
SO01914,CUST019,FG0080,106,28575,2025-09-05,2025-09-29,Shipped
SO01915,CUST077,FG0028,246,72220,2026-06-14,2026-06-30,Shipped
SO01916,CUST009,FG0079,293,49462,2026-04-04,2026-04-28,Open
SO01917,CUST043,FG0058,168,65492,2025-12-14,2026-01-06,Open
SO01918,CUST033,FG0086,190,69210,2026-04-09,2026-05-04,Open
SO01919,CUST046,FG0030,84,62747,2025-04-05,2025-04-11,Released
SO01920,CUST080,FG0093,190,50904,2025-07-31,2025-08-24,Released
SO01921,CUST065,FG0099,146,79026,2025-04-16,2025-05-07,Released
SO01922,CUST087,FG0062,30,22344,2025-04-29,2025-05-17,Open
SO01923,CUST054,FG0039,92,73877,2025-05-21,2025-05-29,Shipped
SO01924,CUST023,FG0051,82,20052,2025-05-30,2025-06-16,Open
SO01925,CUST030,FG0063,173,38332,2025-12-22,2026-01-07,Open
SO01926,CUST035,FG0043,234,55279,2026-04-29,2026-05-19,Open
SO01927,CUST096,FG0032,235,15097,2025-01-01,2025-01-25,Shipped
SO01928,CUST002,FG0092,93,15949,2026-04-30,2026-05-25,Shipped
SO01929,CUST095,FG0030,300,48088,2025-09-30,2025-10-24,Open
SO01930,CUST046,FG0032,227,45909,2025-09-20,2025-09-30,Released
SO01931,CUST044,FG0019,183,64080,2025-06-19,2025-06-25,Open
SO01932,CUST012,FG0038,237,30309,2025-01-03,2025-01-12,Released
SO01933,CUST087,FG0029,270,11032,2025-04-22,2025-04-27,Open
SO01934,CUST056,FG0027,234,79233,2025-05-03,2025-05-11,Released
SO01935,CUST099,FG0022,117,15327,2026-05-18,2026-05-30,Open
SO01936,CUST014,FG0002,246,26446,2025-10-10,2025-10-21,Open
SO01937,CUST010,FG0067,128,16594,2025-08-27,2025-09-03,Open
SO01938,CUST081,FG0030,228,34301,2025-11-05,2025-11-19,Released
SO01939,CUST081,FG0012,159,14539,2026-04-20,2026-05-04,Open
SO01940,CUST082,FG0008,298,79134,2025-01-09,2025-01-26,Open
SO01941,CUST032,FG0031,266,22038,2026-06-20,2026-07-02,Open
SO01942,CUST013,FG0100,80,26265,2026-01-16,2026-02-03,Released
SO01943,CUST071,FG0040,204,67593,2026-05-31,2026-06-05,Shipped
SO01944,CUST096,FG0092,159,39849,2025-02-05,2025-02-25,Released
SO01945,CUST091,FG0056,170,33360,2026-02-04,2026-02-28,Open
SO01946,CUST035,FG0067,63,39394,2025-10-22,2025-11-03,Open
SO01947,CUST090,FG0013,212,31439,2025-01-30,2025-02-08,Open
SO01948,CUST063,FG0048,235,11574,2026-02-14,2026-03-10,Released
SO01949,CUST063,FG0077,293,46626,2025-04-03,2025-04-13,Open
SO01950,CUST093,FG0061,61,32386,2025-04-02,2025-04-10,Open
SO01951,CUST054,FG0078,290,14068,2025-08-15,2025-08-25,Open
SO01952,CUST029,FG0076,43,65301,2026-04-08,2026-04-25,Open
SO01953,CUST030,FG0010,160,57254,2025-12-03,2025-12-09,Shipped
SO01954,CUST006,FG0086,241,12406,2025-07-09,2025-07-23,Shipped
SO01955,CUST018,FG0062,285,25198,2026-01-02,2026-01-24,Shipped
SO01956,CUST021,FG0075,37,48355,2025-11-15,2025-12-09,Open
SO01957,CUST033,FG0032,178,54901,2026-02-02,2026-02-10,Shipped
SO01958,CUST074,FG0086,251,17137,2026-05-04,2026-05-27,Open
SO01959,CUST046,FG0015,85,24773,2025-07-03,2025-07-21,Open
SO01960,CUST018,FG0040,21,61738,2025-09-26,2025-10-09,Shipped
SO01961,CUST037,FG0036,112,28792,2026-02-15,2026-03-09,Shipped
SO01962,CUST036,FG0040,167,56690,2025-05-08,2025-05-18,Shipped
SO01963,CUST089,FG0056,31,16858,2025-01-15,2025-02-01,Released
SO01964,CUST054,FG0049,148,40198,2025-04-06,2025-04-22,Shipped
SO01965,CUST055,FG0021,292,14919,2025-05-19,2025-06-11,Released
SO01966,CUST068,FG0092,106,39748,2025-12-24,2026-01-02,Open
SO01967,CUST055,FG0048,166,73800,2025-09-28,2025-10-11,Open
SO01968,CUST058,FG0098,114,54938,2025-09-30,2025-10-09,Open
SO01969,CUST050,FG0010,185,33882,2025-09-20,2025-09-30,Shipped
SO01970,CUST040,FG0084,214,26552,2025-05-02,2025-05-12,Released
SO01971,CUST020,FG0080,218,39744,2025-03-21,2025-04-02,Released
SO01972,CUST039,FG0018,12,62953,2026-02-12,2026-02-27,Open
SO01973,CUST046,FG0023,130,22389,2025-10-10,2025-11-01,Open
SO01974,CUST051,FG0015,113,51338,2026-03-09,2026-03-19,Open
SO01975,CUST018,FG0032,205,17874,2026-04-11,2026-05-03,Released
SO01976,CUST021,FG0066,195,21629,2025-12-17,2025-12-22,Shipped
SO01977,CUST015,FG0029,182,11988,2026-03-30,2026-04-09,Shipped
SO01978,CUST052,FG0091,151,52575,2025-02-03,2025-02-12,Shipped
SO01979,CUST053,FG0010,39,54297,2026-05-09,2026-05-31,Open
SO01980,CUST094,FG0001,188,43157,2025-01-05,2025-01-24,Open
SO01981,CUST096,FG0042,154,72404,2026-02-28,2026-03-20,Released
SO01982,CUST071,FG0066,273,64959,2025-01-29,2025-02-13,Open
SO01983,CUST056,FG0029,141,13009,2026-06-18,2026-07-02,Released
SO01984,CUST025,FG0098,287,72785,2025-10-12,2025-10-18,Open
SO01985,CUST003,FG0018,182,77558,2026-01-11,2026-01-28,Shipped
SO01986,CUST036,FG0026,100,74600,2026-05-19,2026-06-09,Open
SO01987,CUST019,FG0047,258,66210,2025-01-19,2025-02-03,Open
SO01988,CUST086,FG0036,246,39856,2025-08-27,2025-09-02,Released
SO01989,CUST005,FG0078,97,22325,2025-06-08,2025-06-25,Shipped
SO01990,CUST043,FG0085,230,50506,2025-08-18,2025-09-08,Shipped
SO01991,CUST053,FG0056,186,60167,2026-01-31,2026-02-22,Open
SO01992,CUST060,FG0049,233,69215,2025-08-29,2025-09-05,Open
SO01993,CUST055,FG0091,51,55810,2025-08-09,2025-08-28,Shipped
SO01994,CUST094,FG0099,272,40535,2025-12-15,2026-01-07,Shipped
SO01995,CUST029,FG0063,203,58036,2025-06-14,2025-06-30,Shipped
SO01996,CUST062,FG0037,295,70805,2025-08-06,2025-08-13,Shipped
SO01997,CUST062,FG0026,93,64270,2025-06-27,2025-07-12,Open
SO01998,CUST006,FG0086,193,16747,2025-10-07,2025-10-13,Released
SO01999,CUST095,FG0029,67,61780,2025-08-10,2025-08-21,Open
SO02000,CUST055,FG0092,179,23441,2025-04-09,2025-05-02,Shipped
